Id,PONumber,ItemNumber,OrderQty
774,39395,AEIX00EH0110000,150
775,39395,AEIX00EH0130000,180
776,39395,AEIX00EH0150000,120
777,39395,AEHESUEH0090000,600
778,39395,AEHESUEH0100000,240
779,39395,AEHESUEH0110000,300
780,39395,AEHESUEH0120000,180
781,39395,AEHESUEH0130000,240
782,39395,AEHESUEH0140000,360
783,39395,AEHESUEH0160000,480
784,39395,AEHESUEH0080000,900
785,39395,AEHESUEH0060000,3000
786,39395,AMCN00EH0570000,50
787,39395,AMCN00EH0600000,2160
788,39395,AAAF00EH0020000,120
789,39395,AMCN00EH0490000,60
790,39395,AAFE00EH0010000,400
791,39395,AECN00EH0090000,36
792,39395,AMCN00EH0340000,120
793,39395,AMCN00EH0400000,72
794,39395,AMCN00EH0110000,60
795,39395,AMCN00EH0470000,100
796,39395,AEIX00EH0040000,20
797,39395,AEIX00EH0050000,180
798,39395,AMCN00EH0130000,600
799,39395,AMCN00EH0140000,600
800,39395,AMCN00EH0380000,1500
801,39395,AMCN00EH0390000,1250
802,39395,AMCN00EH0090000,900
803,39395,AMCN00EH0100000,1200
804,39395,AMCN00EH0080000,300
805,39395,AMCN00EH0120000,420
806,39395,AMCN00EH0370000,1200
807,39395,AMCN00EH0220000,1200
808,39395,AMCN00EH0230000,120
809,39395,AMCN00EH0200000,36
810,39395,AMCN00EH0070000,60
811,39395,AMCN00EH0360000,125
812,39395,AMCN00EH0520000,120
813,39395,AMCN00EH0530000,240
814,39395,AMCN00EH0540000,240
815,39395,AMCN00EH0510000,120
816,39395,APTU00EH0080000,360
817,39395,AECN00EH0240000,24
818,39395,AMCN00EH0410000,150
819,39395,AMME00EH0010000,600
820,39395,AMCN00EH0270000,900
821,39395,AMCN00EH0280000,500
822,39395,AMCN00EH0290000,100
823,39398,RCTO00CL0260000,48
824,39398,RCTO00CL0160000,48
825,39398,RCTO00CL0180000,24
826,39398,RVVI00CL0020000,60
827,39398,RDDOBRCL0030000,24
828,39398,RDDOBRCL0040000,48
829,39398,RWCL00CL0040000,24
830,39398,RCTA00CL0130000,24
831,39398,RAFE00CL0020000,24
832,39398,RHOT00CL0110000,12
833,39398,RCTA00CL0140000,24
834,39398,RCTA00CL0230000,24
835,39398,RHOT00CL0030000,48
836,39398,AATM00CL0010000,6
837,39398,RLRBINCL0340000,24
838,39398,RLRBINCL0300000,72
839,39398,RCTO00CL0100000,24
840,39398,RCTO00CL0130000,24
841,39398,RCTO00CL0040000,24
842,39398,RCTO00CL0050000,48
843,39398,RCTO00CL0060000,48
844,39398,RCTO00CL0250000,24
845,39398,RDDE00CL0030000,96
846,39398,RDDE00CL0020000,24
847,39398,RDCA00CL0280000,12
848,39398,RDCA00CL0290000,16
849,39398,RDCA00CL0300000,16
850,39398,RDDE00CL0090000,16
851,39398,RDDE00CL0110000,12
852,39398,REIN00CL0010000,24
853,39398,RDCA00CL0170000,24
854,39398,RDCA00CL0180000,24
855,39398,RDCA00CL0190000,48
856,39398,RDCA00CL0200000,24
857,39398,RAFE00CL0160000,48
858,39398,RFFD00CL0090000,24
859,39398,RLRBINCL0160000,72
860,39398,RLRBINCL0130000,24
861,39398,RHOT00CL0020000,48
862,39398,RDCA00CL0230000,12
863,39400,AACB00KM0300000,144
864,39400,AWPH00KM0330000,12
865,39400,AWMSCOKM0330000,24
866,39400,AMCH00KM0170000,12
867,39400,AWMSCOKM0700000,12
868,39400,AWMSCOKM0790000,12
869,39400,AWPL00KM0020000,36
870,39400,AWCL00KM0170000,12
871,39400,AWMSCOKM0110000,36
872,39401,AEHESUAQ0030000,720
873,39401,AEHESUAQ0040000,360
874,39401,AMCN00AQ0040000,24
875,39401,AMCN00AQ0050000,24
876,39401,AMCN00AG0070000,192
877,39401,AMCN00AG0060000,288
878,39401,ALRBLEAQ0010000,12
879,39401,ALRBLEAQ0020000,12
880,39401,AEAPELAQ0020000,144
881,39401,AMHO00AQ0020000,72
882,39397,AUPHACHG0020000,12
883,39397,APHO00HG0410000,12
884,39397,APHO00HG0020000,12
885,39397,APHO00HG0040000,24
886,39397,APHO00HG0050000,12
887,39397,ALRBSOHG0030000,12
888,39397,ALRBSOHG0400000,12
889,39397,ACDT00HG0300000,4
890,39397,ACDT00HG0310000,6
891,39397,APCN00HG0640000,144
892,39397,APCN00HG0650000,144
893,39397,APCN00HG1220000,24
894,39397,APCN00HG1020000,12
895,39397,RDPL00HG0350000,18
896,39397,ACDT00HG0240000,24
897,39397,ACDT00HG0280000,18
898,39397,APHO00HG0550000,48
899,39397,APCN00HG1690000,6
900,39397,APCN00HG1740000,36
901,39397,APCN00HG1760000,12
902,39397,APCN00HG1800000,96
903,39397,AECN00HG0210000,12
904,39397,AEHO00HG0010000,120
905,39397,AEHO00HG0040000,144
906,39397,AEHO00HG0050000,72
907,39397,AEHO00HG0070000,120
908,39397,ACDT00HG0480000,2
909,39397,RLFIACHG0020000,12
910,39397,APCN00HG2030000,24
911,39397,APCN00HG2040000,36
912,39397,AEIN00HG0080000,24
913,39397,APCN00HG2020000,48
914,39397,APCN00HG2130000,60
915,39397,AMME00HG0210000,12
916,39397,AESLLEHG0100000,12
917,39397,AESLLEHG0120000,12
918,39397,AESLLEHG0160000,12
919,39397,AESLLEHG0170000,12
920,39397,AESLLEHG0180000,6
921,39397,ACDT00HG0470000,24
922,39397,AECN00HG0230000,24
923,39397,AECN00HG0260000,24
924,39397,ADPL00HG0650000,12
925,39397,ADPL00HG0630000,12
926,39397,APCN00HG1420000,18
927,39397,APCN00HG1430000,24
928,39397,APCN00HG1440000,24
929,39397,APCN00HG1450000,12
930,39397,APCN00HG1470000,60
931,39397,APCN00HG1510000,12
932,39397,APCN00HG2060000,144
933,39397,ACDT00HG0410000,96
934,39397,ACDT00HG0430000,6
935,39397,ARPSINHG0010000,36
936,39404,BIPR00PH0270000,12
937,39404,BIPR00PH0280000,12
938,39404,BIPR00PH0290000,12
939,39404,BIPR00PH0300000,12
940,39404,BIPR00PH0310000,12
941,39404,BCSC00PH0330000,6
942,39404,BCMC00PH0280000,12
943,39404,BYRC00PH0410000,24
944,39404,SACG00PH0110000,48
945,39404,SACG00PH0120000,48
946,39404,SACG00PH0130000,12
947,39404,BCSC00PH0380000,6
948,39404,BCSC00PH0420000,2
949,39404,BCMC00PH0310000,6
950,39404,CCMP00PH0010000,4
951,39404,BCCASTPH0080000,4
952,39404,BYWO00PH0060000,24
953,39404,BYWO00PH0070000,24
954,39404,BYWO00PH0080000,24
955,39404,BYWO00PH0090000,24
956,39404,BYWO00PH0100000,24
957,39404,BYWO00PH0110000,24
958,39404,BYWO00PH0120000,24
959,39404,BYWO00PH0130000,12
960,39404,BYWO00PH0140000,24
961,39404,BYWO00PH0150000,24
962,39404,BYWO00PH0160000,24
963,39404,BYWO00PH0170000,24
964,39404,BYWO00PH0180000,24
965,39404,BYWO00PH0190000,24
966,39404,BYWO00PH0200000,24
967,39404,BYWO00PH0210000,24
968,39404,BYWO00PH0220000,24
969,39404,BYWO00PH0230000,24
970,39404,BYWO00PH0240000,24
971,39404,SJBL00PH0010000,24
972,39404,BIPR00PH0020000,12
973,39404,BIPR00PH0030000,24
974,39404,BCMC00PH0040000,16
975,39404,BCMC00PH0050000,24
976,39404,BCMC00PH0060000,24
977,39404,BILD00PH0010000,48
978,39404,BILD00PH0020000,12
979,39404,BILD00PH0030000,12
980,39404,BILD00PH0070000,24
981,39404,BILD00PH0080000,120
982,39404,BILD00PH0100000,48
983,39404,BIPR00PH0160000,24
984,39404,BISW00PH0010000,24
985,39404,BISW00PH0020000,24
986,39404,BISW00PH0030000,24
987,39404,BYRC00PH0030000,12
988,39404,BIPR00PH0180000,12
989,39404,BCCADBPH0010000,48
990,39404,BCCADBPH0030000,48
991,39404,BCCASTPH0010000,2
992,39404,BYRC00PH0110000,24
993,39404,BGNS00PH0020000,36
994,39404,BYRC00PH0140000,12
995,39404,BYRC00PH0160000,12
996,39404,BYRC00PH0180000,12
997,39404,BYRC00PH0190000,12
998,39404,BCMC00PH0090000,12
999,39404,BCMC00PH0110000,36
1000,39404,BIPR00PH0210000,24
1001,39404,BCMC00PH0120000,24
1002,39404,BCMC00PH0130000,24
1003,39404,BKKT00PH0010000,8
1004,39404,BCMC00PH0160000,12
1005,39404,SGFL00PH0050000,24
1006,39404,SGFL00PH0080000,24
1007,39404,SGFL00PH0090000,24
1008,39404,SGFL00PH0100000,36
1009,39404,BCSC00PH0090000,4
1010,39404,SACG00PH0030000,36
1011,39404,SCMT00PH0150000,16
1012,39404,SHTC00PH0020000,12
1013,39404,BCMC00PH0170000,24
1014,39404,BGNS00PH0120000,18
1015,39404,BCCAGAPH0010000,24
1016,39404,BCCAGAPH0020000,24
1017,39404,BYWO00PH0020000,12
1018,39404,BYWO00PH0030000,24
1019,39404,BYWO00PH0050000,24
1020,39404,BGNS00PH0130000,12
1021,39404,SAFD00PH0020000,12
1022,39404,SILB00PH0010000,12
1023,39404,BJFS00PH0040000,24
1024,39404,BJFS00PH0050000,24
1025,39404,BCMC00PH0220000,8
1026,39404,BCSC00PH0170000,24
1027,39404,SCMT00PH0170000,8
1028,39404,SACG00PH0080000,12
1029,39404,SGFL00PH0180000,4
1030,39404,BISW00PH0060000,6
1031,39404,BYPL00PH0040000,120
1032,39404,BYPL00PH0050000,240
1033,39404,BYPL00PH0060000,24
1034,39404,BYPL00PH0070000,24
1035,39404,BCMC00PH0250000,4
1036,39404,BCCADBPH0220000,12
1037,39404,BCMC00PH0260000,8
1038,39404,BCMC00PH0270000,12
1039,39404,BYRC00PH0280000,12
1040,39404,BYRC00PH0370000,12
1041,39404,BCSC00PH0210000,4
1042,39404,BCSC00PH0220000,4
1043,39404,BCSC00PH0230000,4
1044,39404,SCWO00PH0010000,2
1045,39408,AOBA00900080000,30
1046,39408,AOBA00900090000,48
1047,39408,AOBA00900280000,15000
1048,39406,PWACLQSA0040000,6
1049,39406,PWPH00SA0020000,6
1050,39406,PAFI00SA0150000,144
1051,39406,PAFS00SA0080000,6
1052,39406,PWCL00SA0210000,36
1053,39406,PEIP00SA0030000,2
1054,39406,PEIP00SA0050000,3
1055,39406,PANT00SA0040000,12
1056,39406,PEIP00SA0210000,3
1057,39406,PEAPELSA0010000,24
1058,39406,PWACDRSA0050000,6
1059,39406,PFPL00SA0030000,60
1060,39406,PFPL00SA0080000,48
1061,39406,PFPL00SA0090000,72
1062,39406,PWBI00SA0020000,2
1063,39406,PANT00SA0100000,48
1064,39406,PANT00SA0110000,24
1065,39406,PANT00SA0120000,12
1066,39406,PWBI00SA0080000,12
1067,39406,PWBI00SA0090000,36
1068,39406,PWCL00SA0020000,12
1069,39406,PWMD00SA0010000,6
1070,39406,PWWE00SA0050000,72
1071,39406,PAOT00SA0040000,48
1072,39406,PAOT00SA0050000,24
1073,39406,PPUV00SA0030000,6
1074,39406,PEAPELSA0030000,12
1075,39406,PWBI00SA0110000,24
1076,39406,PEAPELSA0050000,1
1077,39406,PWBI00SA0230000,2
1078,39402,RFPL00RL0020000,48
1079,39402,RFPL00RL0090000,12
1080,39402,RVVI00RL0020000,240
1081,39402,RVVI00RL0030000,120
1082,39402,RVVI00RL0040000,240
1083,39402,RVVI00RL0050000,72
1084,39402,RFPL00RL0040000,24
1085,39402,RFPL00RL0060000,24
1086,39403,AXELCLEP0010000,25
1087,39403,PEIP00EP0010000,30
1088,39403,PEIP00EP0090000,36
1089,39403,PEIP00EP0100000,36
1090,39403,PEIP00EP0120000,24
1091,39403,PEIP00EP0130000,6
1092,39403,PEIP00EP0160000,4
1093,39403,PEIP00EP0180000,2
1094,39403,AEAP00EP0020000,90
1095,39403,AEAP00EP0030000,24
1096,39403,AEAP00EP0040000,8
1097,39403,AEAP00EP0050000,96
1098,39403,AEAP00EP0060000,180
1099,39403,AEAP00EP0070000,160
1100,39403,AECHILEP0010000,2
1101,39403,AECHILEP0050000,1
1102,39403,AECHILEP0060000,2
1103,39403,AEIX00EP0040000,8
1104,39403,AEIX00EP0050000,8
1105,39407,ARCR00SM0010000,24
1106,39407,ARMO00SM0020000,24
1107,39407,ARPSINSM0010000,48
1108,39407,ARMO00SM0010000,24
1109,39407,ARPSINSM0020000,12
1110,39407,ARPSINSM0030000,1
1111,39416,AFPW00PB0010000,240
1112,39416,AFPW00PB0030000,12
1113,39416,AMCH00PB0020000,36
1114,39416,AMCH00PB0030000,36
1115,39416,AMCH00PB0040000,24
1116,39416,AMCH00PB0050000,3
1117,39412,AWBI00SM0160000,2000
1118,39412,AMBI00SM0080000,2304
1119,39412,AWWC00SM0130000,4375
1120,39412,AWPL00SM0130000,1200
1121,39411,AXIDSWSM0030000,12
1122,39411,ADPR00SM0140000,24
1123,39411,AWCH00SM0030000,25
1124,39411,AWMSCOSM0290000,24
1125,39411,AXMSSWSM0010000,12
1126,39411,AWMSCOSM0270000,24
1127,39411,AWPH00SM0250000,25
1128,39411,AMCH00SM0080000,24
1129,39411,AWPL00SM0090000,50
1130,39411,AWPL00SM0100000,48
1131,39411,AWPL00SM0030000,72
1132,39411,AWWC00SM0110000,24
1133,39411,AWMSCOSM0560000,8
1134,39411,AWFT00SM0190000,6
1135,39411,ADGR00SM0020000,18
1136,39411,AWPL00SM0200000,4
1137,39411,AWCH00SM0110000,6
1138,39411,AWMSCOSM0880000,36
1139,39411,AWMSCOSM0900000,24
1140,39411,CFCNLQSM0010000,25
1141,39411,AWMSCOSM0950000,50
1142,39411,AWMSCOSM1070000,25
1143,39411,AWMSCOSM1120000,12
1144,39411,AWMSCOSM1130000,2
1145,39411,AWBI00SM0360000,36
1146,39411,AWFT00SM0730000,25
1147,39411,AWPH00SM0450000,25
1148,39411,AWPH00SM0460000,25
1149,39411,AWPH00SM0470000,25
1150,39411,AWFT00SM0750000,25
1151,39411,AAEP00SM0030000,48
1152,39411,AAEP00SM0040000,48
1153,39411,AEHO00SM0040000,288
1154,39411,AMHO00SM0140000,24
1155,39411,AMHO00SM0160000,12
1156,39411,AMBI00SM0060000,36
1157,39411,AWPL00SM0410000,12
1158,39411,AXIDFWSM0070000,24
1159,39411,AWFT00SM0690000,50
1160,39411,AMCH00SM0260000,72
1161,39411,AMCH00SM0380000,24
1162,39411,ARCRACSM0030000,3
1163,39411,RIWI00SM0010000,12
1164,39411,APCN00SM0020000,12
1165,39411,AEHO00SM0010000,240
1166,39411,AMHO00SM0020000,12
1167,39411,AMHO00SM0110000,12
1168,39411,APHO00SM0010000,6
1169,39411,AAOT00SM0100000,12
1170,39411,ARPSINSM0030000,12
1171,39411,AMHO00SM0170000,24
1172,39422,AACB00GU0060000,144
1173,39422,AACB00GU0070000,288
1174,39422,AACB00GU0050000,288
1175,39422,AACB00GU0040000,144
1176,39422,AACB00GU0240000,100
1177,39422,AACB00GU0220000,18
1178,39421,AWSMSWFZ0010000,240
1179,39421,AWSMSWFZ0030000,480
1180,39421,AWSMSWFZ0040000,120
1181,39421,AWSMSWFZ0050000,80
1182,39420,SACG00ST0220000,72
1183,39420,SACG00KT0020000,36
1184,39420,SYWO00KT0010000,48
1185,39420,SGFL00ST0010000,24
1186,39420,SGFL00ST0030000,48
1187,39420,SGFL00ST0040000,24
1188,39420,SGFL00ST0090000,48
1189,39420,SFTR00ST0030000,24
1190,39420,SFTR00ST0090000,72
1191,39420,SILB00ST0010000,24
1192,39420,SACG00ST0080000,48
1193,39420,SACG00ST0090000,48
1194,39420,SACG00ST0100000,36
1195,39420,SACG00ST0150000,48
1196,39420,SACG00ST0200000,12
1197,39420,SHTC00ST0010000,480
1198,39420,SFTR00ST0160000,576
1199,39420,SACG00KT0170000,48
1200,39420,SACG00KT0180000,24
1201,39420,SJBL00KT0070000,48
1202,39420,SJBL00KT0120000,24
1203,39420,SJBL00KT0130000,24
1204,39420,SACG00KT0060000,72
1205,39420,SJBL00KT0010000,48
1206,39420,SJBL00KT0030000,72
1207,39420,SYWO00KT0040000,96
1208,39420,SYPL00KT0020000,12
1209,39420,SJBL00KT0040000,144
1210,39420,SFTR00KT0430000,48
1211,39424,AWMD00SE0010000,720
1212,39418,AFFR00HK0350000,96
1213,39418,AFFR00HK0360000,288
1214,39418,AFFR00HK0020000,960
1215,39418,AFFR00HK0190000,192
1216,39418,AFFR00HK0010000,144
1217,39418,AFFR00HK0370000,384
1218,39418,AFFR00HK0400000,144
1219,39418,AFFR00HK0410000,72
1220,39418,AFFR00HK0430000,96
1221,39418,AFFR00HK0260000,288
1222,39418,AFFR00HK0630000,96
1223,39418,AFFR00HK0680000,96
1224,39418,AFFR00HK0340000,96
1225,39409,AAMB00RE0020000,24
1226,39409,AAMB00RE0030000,12
1227,39409,AAMB00RE0040000,12
1228,39409,APPSINRE0340000,6
1229,39409,ACGA00RE1210000,1
1230,39409,ACGA00RE1290000,1
1231,39409,AWMD00RE0020000,120
1232,39409,AWMD00RE0010000,24
1233,39409,AWSMSWRE0100000,36
1234,39409,AXIDSWRE0250000,12
1235,39409,AWMSCORE0190000,12
1236,39409,AMCH00RE0080000,36
1237,39409,AEPH00RE0010000,12
1238,39409,ACGA00RE0700000,6
1239,39409,ACGA00RE0710000,1
1240,39409,ACGC00RE0010000,1
1241,39409,ACGC00RE0020000,1
1242,39409,AWMSCORE0440000,12
1243,39409,ACGA00RE0780000,2
1244,39409,ACGT00RE0050000,1
1245,39417,AFVA00TT0010000,250
1246,39417,AFPL00TT0470000,36
1247,39417,RFFD00TT0050000,288
1248,39417,RFPL00TT0010000,240
1249,39417,SFEF00TT0010000,120
1250,39417,AFPL00TT0930000,120
1251,39417,PFFK00TT0010000,60
1252,39417,PFST00TT0020000,50
1253,39417,PFST00TT0060000,36
1254,39417,PFPL00TT0010000,50
1255,39417,PFPL00TT0020000,60
1256,39417,PFPL00TT0030000,60
1257,39417,PFST00TT0190000,36
1258,39415,ADGR00ES1270000,160
1259,39415,ADGR00ES1280000,80
1260,39415,ADGR00ES1050000,80
1261,39415,ADGR00ES0530000,160
1262,39415,ADGR00ES0640000,240
1263,39415,ADGR00ES0680000,160
1264,39415,ADGR00ES0670000,80
1265,39415,ADGR00ES0650000,160
1266,39415,ADGR00ES0840000,375
1267,39415,ADGR00ES0940000,750
1268,39415,ADGR00ES0690000,375
1269,39415,ADMR00ES0110000,360
1270,39415,ADGR00ES1010000,600
1271,39414,ADGR00ES0800000,375
1272,39414,ADGR00ES0370000,375
1273,39414,ADGR00ES0200000,240
1274,39414,ADGR00ES0220000,80
1275,39414,ADGR00ES0250000,80
1276,39414,ADGR00ES1240000,375
1277,39414,ADGR00ES1270000,240
1278,39414,ADGR00ES1280000,160
1279,39414,ADGR00ES1060000,375
1280,39414,ADGR00ES1050000,160
1281,39414,ADGR00ES0530000,80
1282,39414,ADGR00ES0930000,600
1283,39414,ADGR00ES0580000,160
1284,39419,PFST00HK0120000,1
1285,39419,AFFF00HK0010000,432
1286,39419,AFPL00HK0010000,1728
1287,39419,AFPL00HK0050000,48
1288,39419,AFPL00HK0070000,48
1289,39419,AFPL00HK0080000,48
1290,39419,AFPL00HK0140000,48
1291,39419,AFPL00HK0160000,48
1292,39419,AFPL00HK0170000,48
1293,39419,AFPL00HK0200000,96
1294,39419,AFPL00HK0190000,144
1295,39419,AFPL00HK0230000,48
1296,39419,AFPL00HK0250000,48
1297,39419,AFPL00HK0270000,96
1298,39419,AFPL00HK0260000,48
1299,39419,AFPL00HK0310000,50
1300,39419,AFPL00HK0360000,40
1301,39419,AFPL00HK0420000,50
1302,39419,AFPL00HK0430000,30
1303,39419,AFPL00HK0490000,30
1304,39419,AFPL00HK0580000,48
1305,39419,AFPL00HK0600000,60
1306,39419,AFPL00HK0590000,20
1307,39419,AFPL00HK0650000,8
1308,39419,AFPL00HK0680000,144
1309,39419,AFPL00HK0690000,144
1310,39419,AFPL00HK0710000,144
1311,39419,AFPL00HK0730000,144
1312,39419,AFPL00HK0750000,24
1313,39419,AFFK00HK0040000,144
1314,39419,AFPL00HK0790000,144
1315,39419,PFST00HK0140000,20
1316,39419,PFST00HK0150000,60
1317,39419,AFPL00HK1030000,15
1318,39419,AFPL00HK0900000,48
1319,39419,AFPL00HK0870000,288
1320,39419,PFST00HK0040000,8
1321,39419,PFST00HK0030000,1
1322,39419,PFPL00HK0030000,20
1323,39419,AFPL00HK0920000,48
1324,39419,AFPL00HK0930000,20
1325,39419,AFPL00HK1240000,4
1326,39419,AFPL00HK1110000,50
1327,39419,AWWC00HK0010000,36
1328,39419,RFST00HK0050000,160
1329,39419,AFPL00HK1290000,24
1330,39419,RFGE00HK0010000,50
1331,39419,RFGE00HK0030000,25
1332,39428,ACCBWCQL0370000,6
1333,39428,AMIN00QL0020000,12
1334,39428,ACCBWCQL0460000,24
1335,39428,ACCBWCQL0470000,24
1336,39428,ACCBWCQL0480000,36
1337,39428,ACCBWCQL0490000,36
1338,39428,ACCBWCQL0520000,24
1339,39428,ACCBWCQL0560000,12
1340,39428,ACCBWCQL0580000,12
1341,39428,ACGA00QL0180000,6
1342,39428,ACCBWCQL0160000,6
1343,39427,AWPL00TR0110000,270
1344,39427,AWPL00TR0120000,48
1345,39427,AWPL00TR0130000,96
1346,39427,AWPL00TR0150000,36
1347,39427,AWPL00TR0170000,60
1348,39427,ARCO00TR0020000,24
1349,39427,ADPR00TR0020000,216
1350,39427,ADPR00TR0040000,36
1351,39427,ARCOKTTR0010000,60
1352,39427,ARCO00TR0030000,24
1353,39426,AXELMOHA0030000,24
1354,39426,AXELMOHA0040000,48
1355,39426,AXELMOHA0070000,48
1356,39426,AXELMOHA0120000,12
1357,39426,AXELMOHA0160000,72
1358,39426,AXELMOHA0210000,12
1359,39426,AXELMOHA0220000,36
1360,39426,AXELMOHA0230000,50
1361,39426,AOAF00900390000,2
1362,39425,ARHO00TL0010000,48
1363,39425,AAEP00TL0010000,40
1364,39425,AAFE00TL0020000,288
1365,39425,AMCH00TL0030000,12
1366,39425,AAFE00TL0030000,24
1367,39425,APMO00TL0010000,12
1368,39425,AWMSCOTL0170000,12
1369,39425,AXELCLTL0010000,24
1370,39425,AWMSCOTL0210000,6
1371,39425,ARCRACTL0010000,6
1372,39425,AMHO00TL0020000,4
1373,39425,ARHO00TL0020000,12
1374,39425,APHO00TL0010000,12
1375,39425,AWMSCOTL0130000,96
1376,39425,AAEP00TL0030000,12
1377,39425,AAEP00TL0040000,60
1378,39425,APTU00TL0010000,12
1379,39425,APTU00TL0030000,36
1380,39425,APTU00TL0020000,12
1381,39425,AQAT00TL0010000,48
1382,39425,APPV00TL0030000,12
1383,39425,APPV00TL0010000,6
1384,39431,ACGA00AG1070000,-1
1385,39434,ADMG00CS0230000,260
1386,39434,ADMG00CS0240000,100
1387,39434,ADGR00CS0760000,96
1388,39434,AWMSCOCS0100000,64
1389,39434,ADMR00CS0120000,2000
1390,39434,ADMR00CS0040000,1600
1391,39434,ADGR00CS0230000,96
1392,39434,ADMG00CS0440000,96
1393,39434,AWMSCOCS0050000,64
1394,39387,SACR00HG0010000,3
1395,39387,SACG00HG0030000,3
1396,39387,SACG00HG0040000,3
1397,39387,SACR00HG0020000,2
1398,39387,BFST00HG0030000,4
1399,39387,BFSE00HG0080000,4
1400,39387,BFSE00HG0120000,4
1401,39387,BFSE00HG0100000,4
1402,39387,BFSE00HG0070000,4
1403,39387,BFPL00HG0310000,3
1404,39387,BIPR00HG0110000,4
1405,39387,BIPR00HG0070000,4
1406,39387,DFBA00HG0340000,1
1407,39387,DFBA00HG0280000,1
1408,39387,BVSP00HG0050000,1
1409,39387,BVSP00HG0080000,6
1410,39461,BIPR00JW0040000,6
1411,39461,BIPR00JW0060000,6
1412,39461,BADS00JW0010000,6
1413,39461,BFPL00FD0080000,1
1414,39461,BFPL00FD0100000,1
1415,39461,BFPL00FD0160000,1
1416,39461,BFPL00FD0250000,4
1417,39461,BFPL00FD0260000,4
1418,39461,BFST00FD0080000,6
1419,39461,BFST00FD0090000,2
1420,39461,BFST00FD0070000,3
1421,39461,BFST00FD0100000,4
1422,39461,BVSP00FD0030000,2
1423,39461,SFTR00FD0080000,6
1424,39461,SFTR00FD0020000,6
1425,39461,SFTR00FD0120000,6
1426,39461,DFTR00FD3040000,3
1427,39461,SFRF00FD0040000,4
1428,39461,CCLBACRF0030000,6
1429,39313,RLFIDLCL0010000,288
1430,39313,RLRBINCL0020000,24
1431,39313,RLRBINCL0050000,48
1432,39313,RLRBINCL0130000,72
1433,39313,RLRBINCL0140000,72
1434,39313,RLRBINCL0150000,192
1435,39313,RLFIDLCL0030000,72
1436,39313,RLRBHLCL0030000,48
1437,39313,RLRBHLCL0040000,48
1438,39313,RLRBINCL0330000,72
1439,39313,RLRBINCL0340000,48
1440,39313,RLRBINCL0240000,48
1441,39313,RLRBINCL0260000,48
1442,39313,RLRBINCL0280000,24
1443,39313,RLRBINCL0290000,96
1444,39313,REFICLCL0140000,144
1445,39313,REFICLCL0150000,336
1446,39313,RCTO00CL0150000,96
1447,39313,RCTO00CL0170000,96
1448,39313,RCTO00CL0200000,60
1449,39313,RCTO00CL0210000,36
1450,39313,RHOT00CL0280000,144
1451,39313,RHOT00CL0260000,96
1452,39313,RHOT00CL0270000,144
1453,39313,RHOT00CL0250000,48
1454,39313,RHOT00CL0240000,80
1455,39466,SCMT00FD0010000,5
1456,39467,SCMT00HG0070000,10
1457,160813I    ,DYST00AT1870000,36
1458,39472,AAGC00PY0210000,96
1459,39472,AAGC00PY0230000,60
1460,39472,AAGC00PY0360000,60
1461,39472,AAGC00PY0370000,60
1462,39472,AAGC00PY0250000,8
1463,39472,AAGC00PY0030000,30
1464,39472,AAGC00PY0290000,96
1465,39472,AAGC00PY0310000,120
1466,39472,AQAT00PY0040000,120
1467,39472,AAGC00PY0280000,72
1468,39472,AAGC00PY0300000,120
1469,39472,AAGC00PY0330000,96
1470,39472,AAGC00PY0380000,120
1471,39463,DXNSDRPJ0040000,24
1472,39463,DXNSDRPJ0050000,18
1473,39463,CXNSLQPJ0070000,432
1474,39463,CHHC00PJ0020000,72
1475,39463,SIAC00PJ0010000,72
1476,39463,DXNSLQPJ0010000,48
1477,39463,DXNSLQPJ0020000,240
1478,39463,DXNSDRPJ0020000,48
1479,39463,DXNSDRPJ0030000,72
1480,39463,DHHC00PJ0020000,72
1481,39463,DXNSLQPJ0030000,144
1482,39463,CXNSLQPJ0020000,48
1483,39463,CXNSDRPJ0030000,240
1484,39463,CHHC00PJ0010000,96
1485,39463,CXNSLQPJ0040000,96
1486,39463,CXNSLQPJ0050000,24
1487,39463,CXHR00PJ0010000,120
1488,39463,DXSA00PJ0020000,48
1489,39463,DHHC00PJ0030000,120
1490,39463,DHHC00PJ0040000,288
1491,39463,DHHC00PJ0070000,12
1492,39463,DJSC00PJ0030000,12
1493,39463,DJSC00PJ0060000,12
1494,39463,DJSC00PJ0080000,24
1495,39463,DJSC00PJ0090000,12
1496,39463,DJSC00PJ0100000,12
1497,39463,SHMD00PJ0010000,120
1498,39463,DJSC00PJ0170000,24
1499,39463,DJSC00PJ0180000,36
1500,39463,DJSC00PJ0190000,12
1501,39463,DJSC00PJ0200000,12
1502,39463,DJSC00PJ0210000,12
1503,39463,DJSC00PJ0230000,36
1504,39473,AMME00900010000,14760
1505,39480,AOBA00900280000,26400
1506,39480,AOCS00900410000,20
1507,39480,AOBA00900210000,10
1508,39480,AOBA00900200000,10
1509,39480,AOBA00900220000,6
1510,39480,AOBA00900240000,20
1511,39501,AFPL00NF0760000,36
1512,39501,AFPL00NF0860000,12
1513,39501,AFPL00NF0010000,24
1514,39501,AFPL00NF0040000,4
1515,39501,AFPL00NF0060000,72
1516,39501,AFPL00NF0140000,36
1517,39501,AFPL00NF0290000,6
1518,39501,AFPL00NF0390000,60
1519,39501,AFPL00NF0410000,12
1520,39501,AFPL00NF0430000,480
