Id,BinCode,BinTypeId,Reference,Creator,CreateTime,WarehouseLocationId
959,RC130905,1,Picking Using only,System Inital,2/2/2021 20:47,1
960,RC140401,1,Picking Using only,System Inital,2/2/2021 20:47,1
961,RC160801,1,Picking Using only,System Inital,2/2/2021 20:47,1
962,RC160809,1,Picking Using only,System Inital,2/2/2021 20:47,1
963,RC170213,1,Picking Using only,System Inital,2/2/2021 20:47,1
964,RC170215,1,Picking Using only,System Inital,2/2/2021 20:47,1
965,RC170313,1,Picking Using only,System Inital,2/2/2021 20:47,1
966,RCBRIDGE,2,Storage only,System Inital,2/2/2021 20:47,1
967,RCHARGER,3,operation use,System Inital,2/2/2021 20:47,1
968,RD010101,1,Picking Using only,System Inital,2/2/2021 20:47,1
969,RD010201,2,Storage only,System Inital,2/2/2021 20:47,1
970,RD020101,1,Picking Using only,System Inital,2/2/2021 20:47,1
971,RD020201,2,Storage only,System Inital,2/2/2021 20:47,1
972,RD020301,2,Storage only,System Inital,2/2/2021 20:47,1
973,RD030101,2,Storage only,System Inital,2/2/2021 20:47,1
974,RD030201,2,Storage only,System Inital,2/2/2021 20:47,1
975,RD030209,2,Storage only,System Inital,2/2/2021 20:47,1
976,RD030301,2,Storage only,System Inital,2/2/2021 20:47,1
977,RD040101,1,Picking Using only,System Inital,2/2/2021 20:47,1
978,RD040109,1,Picking Using only,System Inital,2/2/2021 20:47,1
979,RD040201,2,Storage only,System Inital,2/2/2021 20:47,1
980,RD040209,1,Picking Using only,System Inital,2/2/2021 20:47,1
981,RD040301,2,Storage only,System Inital,2/2/2021 20:47,1
982,RD050101,1,Picking Using only,System Inital,2/2/2021 20:47,1
983,RD050201,2,Storage only,System Inital,2/2/2021 20:47,1
984,RD050209,1,Picking Using only,System Inital,2/2/2021 20:47,1
985,RD050301,2,Storage only,System Inital,2/2/2021 20:47,1
986,RD060101,1,Picking Using only,System Inital,2/2/2021 20:47,1
987,RD060209,1,Picking Using only,System Inital,2/2/2021 20:47,1
988,RD060309,2,Storage only,System Inital,2/2/2021 20:47,1
989,RD070101,2,Storage only,System Inital,2/2/2021 20:47,1
990,RD070209,1,Picking Using only,System Inital,2/2/2021 20:47,1
991,RD080101,1,Picking Using only,System Inital,2/2/2021 20:47,1
992,RD080201,2,Storage only,System Inital,2/2/2021 20:47,1
993,RD080209,2,Storage only,System Inital,2/2/2021 20:47,1
994,RD080401,2,Storage only,System Inital,2/2/2021 20:47,1
995,RD100101,1,Picking Using only,System Inital,2/2/2021 20:47,1
996,RD100209,1,Picking Using only,System Inital,2/2/2021 20:47,1
997,RD110101,1,Picking Using only,System Inital,2/2/2021 20:47,1
998,RD110109,1,Picking Using only,System Inital,2/2/2021 20:47,1
999,RD110201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1000,RD120109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1001,RD120209,2,Storage only,System Inital,2/2/2021 20:47,1
1002,RD120309,2,Storage only,System Inital,2/2/2021 20:47,1
1003,RD130101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1004,RD130109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1005,RD130201,2,Storage only,System Inital,2/2/2021 20:47,1
1006,RD130209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1007,RD140201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1008,RD140209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1009,RD150101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1010,RD150201,2,Storage only,System Inital,2/2/2021 20:47,1
1011,RD150301,2,Storage only,System Inital,2/2/2021 20:47,1
1012,RD160201,2,Storage only,System Inital,2/2/2021 20:47,1
1013,RD170101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1014,RD170201,2,Storage only,System Inital,2/2/2021 20:47,1
1015,RD170301,2,Storage only,System Inital,2/2/2021 20:47,1
1016,RE010101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1017,RE010201,2,Storage only,System Inital,2/2/2021 20:47,1
1018,RE010209,2,Storage only,System Inital,2/2/2021 20:47,1
1019,RE010301,2,Storage only,System Inital,2/2/2021 20:47,1
1020,RE010309,2,Storage only,System Inital,2/2/2021 20:47,1
1021,RE020101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1022,RE020109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1023,RE020201,2,Storage only,System Inital,2/2/2021 20:47,1
1024,RE020209,2,Storage only,System Inital,2/2/2021 20:47,1
1025,RE020301,2,Storage only,System Inital,2/2/2021 20:47,1
1026,RE020309,2,Storage only,System Inital,2/2/2021 20:47,1
1027,RE020609,1,Picking Using only,System Inital,2/2/2021 20:47,1
1028,RE030101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1029,RE030109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1030,RE030209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1031,RE040101,2,Storage only,System Inital,2/2/2021 20:47,1
1032,RE040109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1033,RE040201,2,Storage only,System Inital,2/2/2021 20:47,1
1034,RE040209,2,Storage only,System Inital,2/2/2021 20:47,1
1035,RE040301,1,Picking Using only,System Inital,2/2/2021 20:47,1
1036,RE050101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1037,RE050109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1038,RE050201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1039,RE050209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1040,RE060101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1041,RE060109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1042,RE060201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1043,RE060209,2,Storage only,System Inital,2/2/2021 20:47,1
1044,RE070101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1045,RE070109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1046,RE070201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1047,RE070209,2,Storage only,System Inital,2/2/2021 20:47,1
1048,RE070301,1,Picking Using only,System Inital,2/2/2021 20:47,1
1049,RE080101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1050,RE080109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1051,RE080201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1052,RE080209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1053,RE080301,2,Storage only,System Inital,2/2/2021 20:47,1
1054,RE080309,2,Storage only,System Inital,2/2/2021 20:47,1
1055,RE100101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1056,RE100201,2,Storage only,System Inital,2/2/2021 20:47,1
1057,RE100301,2,Storage only,System Inital,2/2/2021 20:47,1
1058,RE110101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1059,RE110201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1060,RE110301,2,Storage only,System Inital,2/2/2021 20:47,1
1061,RE110309,2,Storage only,System Inital,2/2/2021 20:47,1
1062,RE120101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1063,RE120201,2,Storage only,System Inital,2/2/2021 20:47,1
1064,RE120209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1065,RE120309,1,Picking Using only,System Inital,2/2/2021 20:47,1
1066,RE130101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1067,RE130201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1068,RE130301,2,Storage only,System Inital,2/2/2021 20:47,1
1069,RE140101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1070,RE140109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1071,RE140201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1072,RE150101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1073,RE150109,2,Storage only,System Inital,2/2/2021 20:47,1
1074,RE150201,2,Storage only,System Inital,2/2/2021 20:47,1
1075,RE150301,2,Storage only,System Inital,2/2/2021 20:47,1
1076,RE160101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1077,RE160201,2,Storage only,System Inital,2/2/2021 20:47,1
1078,RE160309,2,Storage only,System Inital,2/2/2021 20:47,1
1079,RE170101,2,Storage only,System Inital,2/2/2021 20:47,1
1080,RE170109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1081,RE170201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1082,RE170209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1083,REC BULK,3,operation use,System Inital,2/2/2021 20:47,1
1084,RF010101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1085,RF010109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1086,RF010201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1087,RF010209,2,Storage only,System Inital,2/2/2021 20:47,1
1088,RF010301,1,Picking Using only,System Inital,2/2/2021 20:47,1
1089,RF010309,1,Picking Using only,System Inital,2/2/2021 20:47,1
1090,RF010401,2,Storage only,System Inital,2/2/2021 20:47,1
1091,RF020101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1092,RF020201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1093,RF020209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1094,RF020301,1,Picking Using only,System Inital,2/2/2021 20:47,1
1095,RF020309,1,Picking Using only,System Inital,2/2/2021 20:47,1
1096,RF030109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1097,RF030201,2,Storage only,System Inital,2/2/2021 20:47,1
1098,RF030209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1099,RF030301,2,Storage only,System Inital,2/2/2021 20:47,1
1100,RF050101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1101,RF050201,2,Storage only,System Inital,2/2/2021 20:47,1
1102,RF050209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1103,RF050301,2,Storage only,System Inital,2/2/2021 20:47,1
1104,RF050309,1,Picking Using only,System Inital,2/2/2021 20:47,1
1105,RF060101,2,Storage only,System Inital,2/2/2021 20:47,1
1106,RF060201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1107,RF060209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1108,RF060301,1,Picking Using only,System Inital,2/2/2021 20:47,1
1109,RF060309,1,Picking Using only,System Inital,2/2/2021 20:47,1
1110,RF070101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1111,RF070201,2,Storage only,System Inital,2/2/2021 20:47,1
1112,RF070309,1,Picking Using only,System Inital,2/2/2021 20:47,1
1113,RF080101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1114,RF080201,2,Storage only,System Inital,2/2/2021 20:47,1
1115,RF080301,2,Storage only,System Inital,2/2/2021 20:47,1
1116,RF100201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1117,RF110101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1118,RF110201,2,Storage only,System Inital,2/2/2021 20:47,1
1119,RF110301,2,Storage only,System Inital,2/2/2021 20:47,1
1120,RF110401,2,Storage only,System Inital,2/2/2021 20:47,1
1121,RF120101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1122,RF120201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1123,RF120209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1124,RF120301,1,Picking Using only,System Inital,2/2/2021 20:47,1
1125,RF120401,2,Storage only,System Inital,2/2/2021 20:47,1
1126,RF120409,2,Storage only,System Inital,2/2/2021 20:47,1
1127,RF130101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1128,RF130401,2,Storage only,System Inital,2/2/2021 20:47,1
1129,RF140101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1130,RF140109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1131,RF140201,2,Storage only,System Inital,2/2/2021 20:47,1
1132,RF140209,2,Storage only,System Inital,2/2/2021 20:47,1
1133,RF140301,2,Storage only,System Inital,2/2/2021 20:47,1
1134,RF140309,2,Storage only,System Inital,2/2/2021 20:47,1
1135,RF150101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1136,RF150109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1137,RF150201,2,Storage only,System Inital,2/2/2021 20:47,1
1138,RF150301,1,Picking Using only,System Inital,2/2/2021 20:47,1
1139,RF160101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1140,RF160201,2,Storage only,System Inital,2/2/2021 20:47,1
1141,RF160301,2,Storage only,System Inital,2/2/2021 20:47,1
1142,RF160401,2,Storage only,System Inital,2/2/2021 20:47,1
1143,RF170101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1144,RF170201,2,Storage only,System Inital,2/2/2021 20:47,1
1145,RF170301,2,Storage only,System Inital,2/2/2021 20:47,1
1146,RF170401,2,Storage only,System Inital,2/2/2021 20:47,1
1147,RG010101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1148,RG010109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1149,RG010201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1150,RG010209,2,Storage only,System Inital,2/2/2021 20:47,1
1151,RG010301,2,Storage only,System Inital,2/2/2021 20:47,1
1152,RG010309,2,Storage only,System Inital,2/2/2021 20:47,1
1153,RG010401,2,Storage only,System Inital,2/2/2021 20:47,1
1154,RG010409,2,Storage only,System Inital,2/2/2021 20:47,1
1155,RG020101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1156,RG020109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1157,RG020201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1158,RG020209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1159,RG020301,1,Picking Using only,System Inital,2/2/2021 20:47,1
1160,RG020309,2,Storage only,System Inital,2/2/2021 20:47,1
1161,RG020409,2,Storage only,System Inital,2/2/2021 20:47,1
1162,RG030101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1163,RG030109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1164,RG030201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1165,RG030209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1166,RG030301,1,Picking Using only,System Inital,2/2/2021 20:47,1
1167,RG030309,2,Storage only,System Inital,2/2/2021 20:47,1
1168,RG030401,2,Storage only,System Inital,2/2/2021 20:47,1
1169,RG030409,2,Storage only,System Inital,2/2/2021 20:47,1
1170,RG040101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1171,RG040109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1172,RG040201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1173,RG040209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1174,RG040301,1,Picking Using only,System Inital,2/2/2021 20:47,1
1175,RG040309,2,Storage only,System Inital,2/2/2021 20:47,1
1176,RG040409,2,Storage only,System Inital,2/2/2021 20:47,1
1177,RG050109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1178,RG050209,2,Storage only,System Inital,2/2/2021 20:47,1
1179,RG050301,2,Storage only,System Inital,2/2/2021 20:47,1
1180,RG050309,1,Picking Using only,System Inital,2/2/2021 20:47,1
1181,RG050409,2,Storage only,System Inital,2/2/2021 20:47,1
1182,RG060101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1183,RG060201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1184,RG060209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1185,RG060301,1,Picking Using only,System Inital,2/2/2021 20:47,1
1186,RG060309,1,Picking Using only,System Inital,2/2/2021 20:47,1
1187,RG060401,2,Storage only,System Inital,2/2/2021 20:47,1
1188,RG070109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1189,RG070201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1190,RG070301,1,Picking Using only,System Inital,2/2/2021 20:47,1
1191,RG070401,2,Storage only,System Inital,2/2/2021 20:47,1
1192,RG080101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1193,RG080109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1194,RG080201,2,Storage only,System Inital,2/2/2021 20:47,1
1195,RG080209,2,Storage only,System Inital,2/2/2021 20:47,1
1196,RG080301,2,Storage only,System Inital,2/2/2021 20:47,1
1197,RG080309,2,Storage only,System Inital,2/2/2021 20:47,1
1198,RG080401,2,Storage only,System Inital,2/2/2021 20:47,1
1199,RG080409,2,Storage only,System Inital,2/2/2021 20:47,1
1200,RG100101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1201,RG100109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1202,RG100201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1203,RG100209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1204,RG100309,1,Picking Using only,System Inital,2/2/2021 20:47,1
1205,RG100401,1,Picking Using only,System Inital,2/2/2021 20:47,1
1206,RG100409,2,Storage only,System Inital,2/2/2021 20:47,1
1207,RG110101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1208,RG110109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1209,RG110201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1210,RG110301,1,Picking Using only,System Inital,2/2/2021 20:47,1
1211,RG110309,1,Picking Using only,System Inital,2/2/2021 20:47,1
1212,RG120101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1213,RG120109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1214,RG120201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1215,RG120209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1216,RG120301,1,Picking Using only,System Inital,2/2/2021 20:47,1
1217,RG120309,1,Picking Using only,System Inital,2/2/2021 20:47,1
1218,RG120401,1,Picking Using only,System Inital,2/2/2021 20:47,1
1219,RG120409,2,Storage only,System Inital,2/2/2021 20:47,1
1220,RG130101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1221,RG130109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1222,RG130201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1223,RG130209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1224,RG130301,2,Storage only,System Inital,2/2/2021 20:47,1
1225,RG130309,1,Picking Using only,System Inital,2/2/2021 20:47,1
1226,RG130401,2,Storage only,System Inital,2/2/2021 20:47,1
1227,RG130409,2,Storage only,System Inital,2/2/2021 20:47,1
1228,RG140101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1229,RG140109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1230,RG140201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1231,RG140209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1232,RG140301,1,Picking Using only,System Inital,2/2/2021 20:47,1
1233,RG140309,1,Picking Using only,System Inital,2/2/2021 20:47,1
1234,RG140401,2,Storage only,System Inital,2/2/2021 20:47,1
1235,RG150101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1236,RG150109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1237,RG150201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1238,RG150209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1239,RG150301,2,Storage only,System Inital,2/2/2021 20:47,1
1240,RG150309,1,Picking Using only,System Inital,2/2/2021 20:47,1
1241,RG150401,2,Storage only,System Inital,2/2/2021 20:47,1
1242,RG150409,2,Storage only,System Inital,2/2/2021 20:47,1
1243,RG160101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1244,RG160109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1245,RG160201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1246,RG160209,2,Storage only,System Inital,2/2/2021 20:47,1
1247,RG160301,2,Storage only,System Inital,2/2/2021 20:47,1
1248,RG160309,1,Picking Using only,System Inital,2/2/2021 20:47,1
1249,RG170101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1250,RG170109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1251,RG170201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1252,RG170209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1253,RG170301,2,Storage only,System Inital,2/2/2021 20:47,1
1254,RG170309,1,Picking Using only,System Inital,2/2/2021 20:47,1
1255,RG170401,2,Storage only,System Inital,2/2/2021 20:47,1
1256,RGBRIDGE,2,Storage only,System Inital,2/2/2021 20:47,1
1257,RH010101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1258,RH010109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1259,RH010201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1260,RH010209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1261,RH010301,1,Picking Using only,System Inital,2/2/2021 20:47,1
1262,RH010309,1,Picking Using only,System Inital,2/2/2021 20:47,1
1263,RH020101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1264,RH020109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1265,RH020201,2,Storage only,System Inital,2/2/2021 20:47,1
1266,RH020209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1267,RH020309,1,Picking Using only,System Inital,2/2/2021 20:47,1
1268,RH030101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1269,RH030109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1270,RH030201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1271,RH030209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1272,RH030309,2,Storage only,System Inital,2/2/2021 20:47,1
1273,RH040101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1274,RH040109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1275,RH040201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1276,RH040209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1277,RH040301,2,Storage only,System Inital,2/2/2021 20:47,1
1278,RH040409,2,Storage only,System Inital,2/2/2021 20:47,1
1279,RH050101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1280,RH050201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1281,RH050209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1282,RH050301,2,Storage only,System Inital,2/2/2021 20:47,1
1283,RH050401,2,Storage only,System Inital,2/2/2021 20:47,1
1284,RH050409,2,Storage only,System Inital,2/2/2021 20:47,1
1285,RH060101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1286,RH060109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1287,RH060201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1288,RH060209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1289,RH060301,2,Storage only,System Inital,2/2/2021 20:47,1
1290,RH060409,2,Storage only,System Inital,2/2/2021 20:47,1
1291,RH070101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1292,RH070109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1293,RH070201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1294,RH070209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1295,RH070401,2,Storage only,System Inital,2/2/2021 20:47,1
1296,RH080101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1297,RH080109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1298,RH080201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1299,RH080209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1300,RH080301,2,Storage only,System Inital,2/2/2021 20:47,1
1301,RH080309,1,Picking Using only,System Inital,2/2/2021 20:47,1
1302,RH100101,2,Storage only,System Inital,2/2/2021 20:47,1
1303,RH100201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1304,RH100209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1305,RH100301,2,Storage only,System Inital,2/2/2021 20:47,1
1306,RH100401,2,Storage only,System Inital,2/2/2021 20:47,1
1307,RH110101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1308,RH110201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1309,RH110209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1310,RH110309,1,Picking Using only,System Inital,2/2/2021 20:47,1
1311,RH110401,2,Storage only,System Inital,2/2/2021 20:47,1
1312,RH120101,2,Storage only,System Inital,2/2/2021 20:47,1
1313,RH120209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1314,RH120301,2,Storage only,System Inital,2/2/2021 20:47,1
1315,RH120309,1,Picking Using only,System Inital,2/2/2021 20:47,1
1316,RH130101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1317,RH130109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1318,RH130201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1319,RH130209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1320,RH130301,1,Picking Using only,System Inital,2/2/2021 20:47,1
1321,RH140101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1322,RH140109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1323,RH140201,2,Storage only,System Inital,2/2/2021 20:47,1
1324,RH140209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1325,RH140301,1,Picking Using only,System Inital,2/2/2021 20:47,1
1326,RH150101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1327,RH150201,2,Storage only,System Inital,2/2/2021 20:47,1
1328,RH160101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1329,RH160109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1330,RH160201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1331,RH160209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1332,RH160301,1,Picking Using only,System Inital,2/2/2021 20:47,1
1333,RH160309,1,Picking Using only,System Inital,2/2/2021 20:47,1
1334,RH170101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1335,RH170109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1336,RH170201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1337,RH170209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1338,RH170301,2,Storage only,System Inital,2/2/2021 20:47,1
1339,RH170401,2,Storage only,System Inital,2/2/2021 20:47,1
1340,RI010101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1341,RI010201,2,Storage only,System Inital,2/2/2021 20:47,1
1342,RI010301,2,Storage only,System Inital,2/2/2021 20:47,1
1343,RI020101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1344,RI020109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1345,RI020201,2,Storage only,System Inital,2/2/2021 20:47,1
1346,RI020209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1347,RI020301,2,Storage only,System Inital,2/2/2021 20:47,1
1348,RI020309,2,Storage only,System Inital,2/2/2021 20:47,1
1349,RI020401,2,Storage only,System Inital,2/2/2021 20:47,1
1350,RI030101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1351,RI030109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1352,RI030201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1353,RI030301,2,Storage only,System Inital,2/2/2021 20:47,1
1354,RI030401,2,Storage only,System Inital,2/2/2021 20:47,1
1355,RI040101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1356,RI040109,1,Picking Using only,System Inital,2/2/2021 20:47,1
1357,RI040201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1358,RI040209,1,Picking Using only,System Inital,2/2/2021 20:47,1
1359,RI040301,1,Picking Using only,System Inital,2/2/2021 20:47,1
1360,RI040309,1,Picking Using only,System Inital,2/2/2021 20:47,1
1361,RI040401,1,Picking Using only,System Inital,2/2/2021 20:47,1
1362,RI050101,1,Picking Using only,System Inital,2/2/2021 20:47,1
1363,RI050201,1,Picking Using only,System Inital,2/2/2021 20:47,1
1364,RI050301,2,Storage only,System Inital,2/2/2021 20:47,1
1365,RI050309,1,Picking Using only,System Inital,2/2/2021 20:47,1
1366,RI050401,1,Picking Using only,System Inital,2/2/2021 20:47,1
